carID,year,mileage,tax,mpg,engineSize,paintQuality%,previousOwners,Brand_Mercedes-Benz,Brand_Opel,transmission_Manual,transmission_Semi-Auto,fuelType_Diesel,fuelType_Petrol,mpg_diff_transmission,car_age,efficiency_ratio,mileage_per_year,owners_flag,previousOwners_sq,engine_tax_ratio
60965,0.0,0.0201601601601601,0.0434782608695652,0.0,-0.2500000000000002,0.3428571428571428,-0.5,0.0,1.0,0.0,0.0,0.0,0.0,-0.1483870967741938,0.0,0.3014488453740792,-0.0857552909100914,0.0,-0.375,-0.1752836838232447
22100,0.6666666666666666,-0.4515115115115115,0.0,0.2229299363057325,-0.7500000000000001,0.4857142857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0774193548387094,-0.6666666666666666,1.2231122978786535,-0.4152967524247798,1.0,4.0,-0.2821346965648116
884,1.0,-0.6443643643643644,0.0,-1.388535031847134,1.7499999999999998,-0.8285714285714286,1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.2064516129032254,-1.0,-1.1463169530700434,-0.8198740934857983,1.0,1.5,0.3221538024605295
10083,0.6666666666666666,-0.4076676676676676,0.0,-0.3184713375796179,0.4999999999999999,0.6285714285714286,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-0.6666666666666666,-0.4161103693813974,-0.285495349418095,1.0,1.5,0.0200095529478589
13929,-0.6666666666666666,1.652952952952953,0.0,-0.070063694267516,0.4999999999999999,0.2857142857142857,0.5,0.0,0.0,-1.0,1.0,1.0,-1.0,0.2516129032258064,0.6666666666666666,-0.3130735160107658,1.1699399255737553,1.0,0.625,0.0200095529478589
37714,-0.6666666666666666,1.1412812812812814,-1.0,0.3821656050955415,0.625,0.4857142857142857,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.7096774193548387,0.6666666666666666,-0.19922860109776,0.66499863820011,0.0,-0.5,2.4040251474897696
68447,0.6666666666666666,-0.5003603603603604,0.0,-0.1974522292993632,0.4999999999999999,0.0571428571428571,1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.1225806451612902,-0.6666666666666666,-0.3659129279957052,-0.5599156671902186,1.0,1.5,0.0200095529478589
6207,0.3333333333333333,0.1114514514514514,0.0,0.7579617834394906,-0.7500000000000001,0.0285714285714285,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.619354838709677,-0.3333333333333333,1.6467883103397123,0.4500459342864522,1.0,0.625,-0.2821346965648116
5573,0.6666666666666666,-0.1104104104104104,0.0434782608695652,-0.2547770700636943,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,-1.0,-0.406451612903226,-0.6666666666666666,-0.0701676309152945,0.5945463089578209,1.0,0.625,-0.1168557892154964
51269,0.0,0.1831631631631631,-1.2608695652173914,0.9681528662420382,0.2499999999999999,0.5142857142857142,0.5,0.0,0.0,-1.0,0.0,0.0,-1.0,1.1806451612903224,0.0,0.3139078225157912,0.1555330705694582,1.0,0.625,78.81922982585235
6142,0.3333333333333333,-0.0034234234234234,0.0,-0.7579617834394906,1.1249999999999998,-0.4857142857142857,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.5677419354838708,-0.3333333333333333,-0.819417342781829,0.2233182476951714,0.0,0.0,0.1710816777041942
60758,0.6666666666666666,0.106006006006006,0.0,-0.4267515923566877,-0.7500000000000001,-0.0571428571428571,0.5,0.0,1.0,0.0,0.0,0.0,0.0,-0.5806451612903226,-0.6666666666666666,0.7086485684616531,1.2352555174063429,1.0,0.625,-0.2821346965648116
30078,0.3333333333333333,0.7547747747747747,0.0,0.2229299363057325,-0.7500000000000001,-0.4571428571428571,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0774193548387094,-0.3333333333333333,1.2231122978786535,1.7197683952352525,0.0,-0.5,-0.2821346965648116
5518,0.6666666666666666,-0.5004004004004003,0.0,-0.5286624203821656,-0.7500000000000001,-0.1428571428571428,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.6838709677419356,-0.6666666666666666,0.6279483756119272,-0.5600342072842887,1.0,0.625,-0.2821346965648116
34201,1.0,-0.6747747747747748,0.0,-0.5796178343949047,-0.5000000000000001,-0.1428571428571428,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7354838709677423,-1.0,0.2283272283272285,-0.9999364963781766,0.0,-0.5,-0.2217058466622775
70582,-3.3333333333333335,0.9811211211211212,0.782608695652174,-0.6751592356687901,0.4999999999999999,0.1428571428571428,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-0.4838709677419355,3.3333333333333335,-0.5640607229392277,-0.4413755731201868,0.0,-0.5,-0.2104394509177372
3993,-2.0,2.4225625625625624,1.391304347826087,-0.993630573248408,1.7499999999999998,0.7714285714285715,1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-0.8064516129032258,2.0,-1.0353541879016708,0.6966093299521183,1.0,1.5,-0.1517979614809144
46224,-1.0,0.8539539539539539,-1.0869565217391304,0.5605095541401278,0.625,-0.6857142857142857,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.8903225806451616,1.0,-0.1286159323542501,0.1622983230810265,0.0,-0.5,3.827027096807509
8472,-0.3333333333333333,2.9094894894894896,-1.0,0.7579617834394906,0.4999999999999999,0.9714285714285714,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.619354838709677,0.3333333333333333,0.0303826618913401,3.122461231038877,0.0,0.0,2.261724952557995
24508,0.3333333333333333,-0.4701301301301301,0.0434782608695652,0.5605095541401278,-0.625,-0.0285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4193548387096774,-0.3333333333333333,1.2205904168520991,-0.6978173099583557,0.0,0.0,-0.2629255257348669
5240,0.6666666666666666,-0.4865465465465465,0.0,-1.0636942675159236,0.4999999999999999,-0.0285714285714285,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.8774193548387094,-0.6666666666666666,-0.7252209294932926,-0.5190193347360577,0.0,0.0,0.0200095529478589
46057,0.0,0.3404804804804804,0.0,-0.6751592356687901,1.7499999999999998,-0.6285714285714286,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,-0.4838709677419355,0.0,-0.9458680869594348,0.3884050853700356,0.0,0.0,0.3221538024605295
73049,0.6666666666666666,-0.2997997997997998,0.0,-0.7197452229299364,0.4999999999999999,-0.8,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-0.5290322580645158,-0.6666666666666666,-0.5825545171339565,0.0338516640065706,0.0,0.0,0.0200095529478589
34307,0.0,0.0295695695695695,-1.0,0.4012738853503188,0.1249999999999998,0.6285714285714286,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.2580645161290322,0.0,0.15411495162274,-0.0718268298568627,0.0,-0.5,1.834824367762674
51986,-0.3333333333333333,0.7388788788788789,-1.2608695652173914,0.8662420382165609,-0.7500000000000001,-0.5428571428571428,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.729032258064516,0.3333333333333333,1.732532265242546,0.5519904151866796,0.0,-0.375,43.52878148277242
54454,-1.0,2.8089489489489488,-1.2608695652173914,1.2038216560509556,-0.2500000000000002,-0.2,0.5,0.0,0.0,0.0,0.0,1.0,-1.0,1.0709677419354835,1.0,1.0005142659348272,1.8159665039562751,1.0,0.625,61.174005654312374
28444,0.3333333333333333,0.1121721721721721,-1.2608695652173914,1.2038216560509556,0.4999999999999999,-0.1142857142857142,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0709677419354835,-0.3333333333333333,0.215320603838628,0.4514684154152926,1.0,1.5,87.64184191162232
