carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,previousOwners,hasDamage,y_true,y_pred,residual,abs_residual
64190,Mercedes-Benz,G-Class,2020.0,Semi-Auto,1350.0,Petrol,145.0,21.4,4.0,1.0,0.0,159999.0,47916.223,112082.77734375,112082.77734375
33343,Mercedes-Benz,A-Class,2019.0,Semi-Auto,785.0,Petrol,150.0,22.1,,0.0,0.0,140319.0,30536.732,109782.267578125,109782.267578125
43174,BMW,2 Series,2015.0,Semi-Auto,33419.0,Diesel,20.0,68.9,2.0,3.0,0.0,123456.0,13820.47,109635.5302734375,109635.5302734375
15065,Mercedes-Benz,A-Class,2019.0,Semi-Auto,1000.0,Petrol,145.0,22.1,,4.0,0.0,139559.0,30319.146,109239.853515625,109239.853515625
69459,Mercedes-Benz,G-Class,2020.0,Automatic,3000.0,Petrol,150.0,21.4,4.0,1.0,0.0,154998.0,48024.6,106973.3984375,106973.3984375
34005,Mercedes-Benz,SL-Class,2011.0,Automatic,3000.0,Petrol,570.0,21.4,6.2,4.0,0.0,149948.0,52915.203,97032.796875,97032.796875
54001,Audi,R8,2020.0,Semi-Auto,2000.0,Petrol,145.0,21.1,5.2,4.0,0.0,145000.0,50253.38,94746.62109375,94746.62109375
6039,Mercedes-Benz,G-Class,2018.0,Semi-Auto,13046.0,Petrol,145.0,21.4,4.0,2.0,0.0,139995.0,48783.875,91211.125,91211.125
35009,Mercedes-Benz,G-Class,2018.0,Semi-Auto,19000.0,Petrol,145.0,21.4,4.0,1.0,0.0,135771.0,47330.742,88440.2578125,88440.2578125
11183,Audi,R8,2020.0,Semi-Auto,70.0,Petrol,145.0,21.1,5.2,0.0,0.0,137995.0,49563.37,88431.62890625,88431.62890625
65576,Audi,R8,2019.0,Automatic,1000.0,Petrol,145.0,32.8,5.2,1.0,0.0,135000.0,53415.64,81584.359375,81584.359375
2782,Audi,R8,2019.0,Semi-Auto,10.0,Petrol,150.0,21.4,5.2,1.0,0.0,137500.0,57567.1,79932.8984375,79932.8984375
32412,Mercedes-Benz,A-Class,2019.0,Automatic,250.0,Petrol,145.0,24.6,4.0,1.0,0.0,126000.0,48194.453,77805.546875,77805.546875
25982,Mercedes-Benz,A-Class,2019.0,Semi-Auto,880.0,Petrol,145.0,24.8,4.0,4.0,0.0,124366.0,48484.664,75881.3359375,75881.3359375
58763,Audi,R8,,Semi-Auto,4000.0,Petrol,145.0,21.4,5.2,4.0,0.0,129000.0,56355.73,72644.26953125,72644.26953125
49336,Audi,R8,2019.0,Automatic,100.0,Petrol,145.0,24.1,5.2,2.0,0.0,125000.0,56053.684,68946.31640625,68946.31640625
30672,Škoda,Karoq,2019.0,Automatic,3764.0,Petrol,145.0,40.9,1.5,1.0,0.0,91874.0,23324.078,68549.921875,68549.921875
17864,Mercedes-Benz,A-Class,2019.0,Semi-Auto,1000.0,Petrol,145.0,30.1,4.0,2.0,0.0,115359.0,46966.3,68392.69921875,68392.69921875
52969,Audi,R8,2019.0,Semi-Auto,500.0,Petrol,145.0,21.4,5.2,4.0,0.0,125000.0,57385.664,67614.3359375,67614.3359375
