carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,previousOwners,hasDamage,y_true,y_pred,residual,abs_residual
13374,BMW,2 Series,2015.0,Semi-Auto,33419.0,Diesel,20.0,68.9,2.0,3.0,0.0,123456.0,13644.198,109811.8017578125,109811.8017578125
43994,Mercedes-Benz,A-Class,2019.0,Semi-Auto,785.0,Petrol,150.0,22.1,,0.0,0.0,140319.0,31445.527,108873.47265625,108873.47265625
41265,Mercedes-Benz,A-Class,2019.0,Semi-Auto,1000.0,Petrol,145.0,22.1,,4.0,0.0,139559.0,31093.275,108465.724609375,108465.724609375
46012,Mercedes-Benz,SL-Class,2011.0,Automatic,3000.0,Petrol,570.0,21.4,6.2,4.0,0.0,149948.0,52491.14,97456.859375,97456.859375
38485,Mercedes-Benz,G-Class,2020.0,Semi-Auto,1350.0,Petrol,145.0,21.4,4.0,1.0,0.0,159999.0,85600.17,74398.828125,74398.828125
35988,Mercedes-Benz,G-Class,2018.0,Semi-Auto,13046.0,Petrol,145.0,21.4,4.0,2.0,0.0,139995.0,69855.38,70139.6171875,70139.6171875
35340,Mercedes-Benz,G-Class,2020.0,Automatic,3000.0,Petrol,150.0,21.4,4.0,1.0,0.0,154998.0,86102.234,68895.765625,68895.765625
36614,Mercedes-Benz,G-Class,2018.0,Semi-Auto,19000.0,Petrol,145.0,21.4,4.0,1.0,0.0,135771.0,67156.55,68614.453125,68614.453125
49591,Škoda,Karoq,2019.0,Automatic,3764.0,Petrol,145.0,40.9,1.5,1.0,0.0,91874.0,23360.297,68513.703125,68513.703125
36548,Mercedes-Benz,A-Class,2019.0,Automatic,250.0,Petrol,145.0,24.6,4.0,1.0,0.0,126000.0,58807.48,67192.51953125,67192.51953125
35363,Mercedes-Benz,A-Class,2019.0,Semi-Auto,880.0,Petrol,145.0,24.8,4.0,4.0,0.0,124366.0,59059.84,65306.16015625,65306.16015625
36265,Mercedes-Benz,A-Class,2019.0,Semi-Auto,1000.0,Petrol,145.0,30.1,4.0,2.0,0.0,115359.0,54577.035,60781.96484375,60781.96484375
38962,Mercedes-Benz,A-Class,2017.0,Automatic,1755.0,Petrol,145.0,24.8,4.0,1.0,0.0,109495.0,52384.668,57110.33203125,57110.33203125
40454,Mercedes-Benz,A-Class,2018.0,Semi-Auto,2122.0,Petrol,145.0,24.8,4.0,1.0,0.0,109989.0,56172.164,53816.8359375,53816.8359375
1950,Audi,R8,2019.0,Automatic,1000.0,Petrol,145.0,32.8,5.2,1.0,0.0,135000.0,82375.19,52624.8125,52624.8125
44942,Mercedes-Benz,S-Class,2019.0,Semi-Auto,4688.0,Petrol,326.028233171514,31.7,4.0,1.0,0.0,109995.0,59999.41,49995.58984375,49995.58984375
46704,Mercedes-Benz,A-Class,2019.0,Semi-Auto,6807.0,Petrol,150.0,22.6,4.0,3.0,0.0,105000.0,57302.867,47697.1328125,47697.1328125
40301,Mercedes-Benz,A-Class,2017.0,Automatic,439.0,Petrol,145.0,24.8,4.0,1.0,0.0,100124.0,52753.508,47370.4921875,47370.4921875
45498,Mercedes-Benz,A-Class,2019.0,Automatic,163.0,Petrol,145.0,30.1,4.0,1.0,0.0,97900.0,54450.805,43449.1953125,43449.1953125
45540,Mercedes-Benz,C-Class,2019.0,Semi-Auto,200.0,Petrol,,,4.0,2.0,0.0,88995.0,47115.29,41879.7109375,41879.7109375
45008,Mercedes-Benz,A-Class,2019.0,Automatic,2013.0,Petrol,145.0,22.6,4.0,0.0,0.0,99950.0,58740.105,41209.89453125,41209.89453125
10714,BMW,i8,2019.0,Automatic,2277.0,,,,1.5,0.0,0.0,64750.0,24130.66,40619.33984375,40619.33984375
6834,Audi,,2019.0,Automatic,5800.0,Diesel,145.0,30.7,4.0,2.0,0.0,89750.0,50361.473,39388.52734375,39388.52734375
41753,Mercedes-Benz,C-Class,2017.0,Automatic,21800.0,Petrol,,,,1.0,0.0,59740.0,21078.809,38661.19140625,38661.19140625
34972,Mercedes-Benz,A-Class,2017.0,Semi-Auto,13781.0,Petrol,145.0,30.1,4.0,3.0,0.0,79999.0,41738.137,38260.86328125,38260.86328125
35092,Mercedes-Benz,S-Class,2019.0,Automatic,3671.0,Petrol,145.0,31.7,4.0,4.0,0.0,104590.0,67725.63,36864.3671875,36864.3671875
766,Audi,R8,2020.0,Semi-Auto,2000.0,Petrol,145.0,21.1,5.2,4.0,0.0,145000.0,108576.516,36423.484375,36423.484375
35357,Mercedes-Benz,A-Class,2018.0,Automatic,6800.0,Petrol,145.0,24.8,4.0,1.0,0.0,89990.0,53579.57,36410.4296875,36410.4296875
