carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,previousOwners,hasDamage,y_true,y_pred,residual,abs_residual
5142,Mercedes-Benz,G-Class,2020.0,Semi-Auto,1350.0,Petrol,145.0,21.4,4.0,1.0,0.0,159999,108716.81,51282.188,51282.188
66576,Mercedes-Benz,G-Class,2020.0,Automatic,3000.0,Petrol,150.0,21.4,4.0,1.0,0.0,154998,107182.266,47815.734,47815.734
25290,Mercedes-Benz,S-Class,2019.0,Automatic,15251.0,Diesel,,9.429,2.9,1.0,0.0,40900,80501.56,-39601.562,39601.562
60343,Volkswagen,California,2019.0,Automatic,7750.0,Diesel,260.0,32.1,2.0,0.0,0.0,52991,89415.2,-36424.203,36424.203
69799,Audi,R8,2020.0,Semi-Auto,2000.0,Petrol,145.0,21.1,5.2,4.0,0.0,145000,108801.76,36198.242,36198.242
50237,Mercedes-Benz,S-Class,2017.0,Automatic,8090.0,Petrol,145.0,32.1,,2.0,,49890,84575.625,-34685.625,34685.625
6201,Mercedes-Benz,G-Class,2018.0,Semi-Auto,13046.0,Petrol,145.0,21.4,4.0,2.0,0.0,139995,105883.34,34111.656,34111.656
71222,Audi,,2019.0,Automatic,5800.0,Diesel,145.0,30.7,4.0,2.0,0.0,89750,55780.86,33969.141,33969.141
644,Volkswagen,California,2019.0,Automatic,8783.0,Diesel,260.0,32.1,2.0,2.0,0.0,55999,89893.51,-33894.508,33894.508
52713,Volkswagen,California,2019.0,Automatic,10501.0,Diesel,265.0,32.1,2.0,3.0,0.0,54999,88665.66,-33666.656,33666.656
35748,Mercedes-Benz,S-Class,2016.0,Automatic,15000.0,Petrol,300.0,33.6,4.7,0.0,0.0,31000,64159.15,-33159.148,33159.148
14962,Volkswagen,California,2019.0,Automatic,10080.0,Diesel,260.0,29.1,2.0,3.0,0.0,57991,90988.46,-32997.461,32997.461
22489,Mercedes-Benz,G-Class,2018.0,Semi-Auto,19000.0,Petrol,145.0,21.4,4.0,1.0,0.0,135771,103606.66,32164.344,32164.344
50840,Volkswagen,California,2019.0,Automatic,4653.0,Diesel,260.0,33.2,2.0,1.0,0.0,57991,90057.83,-32066.828,32066.828
1953,BMW,i8,2019.0,Automatic,2277.0,,,,1.5,0.0,0.0,64750,96604.016,-31854.016,31854.016
48096,Volkswagen,California,2019.0,Automatic,7259.0,Diesel,260.0,33.2,2.0,2.0,0.0,57991,89544.234,-31553.234,31553.234
39023,BMW,X7,2020.0,Semi-Auto,6137.0,Diesel,145.0,33.6,3.0,0.0,0.0,63990,95477.89,-31487.891,31487.891
71164,BMW,8 Series,2020.0,Semi-Auto,6374.0,Diesel,145.0,26.7,3.0,1.0,0.0,61485,92904.28,-31419.281,31419.281
69990,Volkswagen,California,2019.0,Automatic,6739.0,Diesel,260.0,33.2,2.0,1.0,,57991,88581.05,-30590.047,30590.047
9408,Volkswagen,California,2020.0,Semi-Auto,1000.0,Diesel,260.0,32.1,2.0,0.0,,61995,92574.3,-30579.297,30579.297
32253,BMW,X7,2020.0,Automatic,5000.0,Diesel,145.0,33.6,3.0,1.0,0.0,66988,97381.48,-30393.477,30393.477
41194,BMW,X7,2020.0,Semi-Auto,4000.0,Diesel,145.0,33.6,3.0,3.0,0.0,64999,95087.79,-30088.789,30088.789
36131,BMW,8 Series,2020.0,Semi-Auto,3242.0,Petrol,,33.6,3.0,2.0,0.0,56990,87051.914,-30061.914,30061.914
10524,Audi,R8,2019.0,Automatic,1000.0,Petrol,145.0,32.8,5.2,1.0,0.0,135000,105566.04,29433.961,29433.961
