carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,previousOwners,hasDamage,y_true,y_pred,residual,abs_residual
13374,BMW,2 Series,2015.0,Semi-Auto,33419.0,Diesel,20.0,68.9,2.0,3.0,0.0,123456,17778.639,105677.361,105677.361
41265,Mercedes-Benz,A-Class,2019.0,Semi-Auto,1000.0,Petrol,145.0,22.1,,4.0,0.0,139559,70113.45,69445.547,69445.547
43994,Mercedes-Benz,A-Class,2019.0,Semi-Auto,785.0,Petrol,150.0,22.1,,0.0,0.0,140319,73501.63,66817.367,66817.367
430,Audi,Q8,2020.0,Semi-Auto,95204.182,Diesel,145.0,30.7,4.0,1.0,0.0,86995,27438.652,59556.348,59556.348
49591,Škoda,Karoq,2019.0,Automatic,3764.0,Petrol,145.0,40.9,1.5,1.0,0.0,91874,32785.63,59088.371,59088.371
30459,Ford,,2019.0,Automatic,1055.0,Petrol,145.0,22.1,5.0,3.0,0.0,37991,83413.51,-45422.5,45422.5
35379,Mercedes-Benz,C-Class,2019.0,Semi-Auto,2270.0,Petrol,,,,0.0,0.0,67199,31161.857,36037.143,36037.143
41753,Mercedes-Benz,C-Class,2017.0,Automatic,21800.0,Petrol,,,,1.0,0.0,59740,25625.135,34114.865,34114.865
9713,BMW,3 Series,2020.0,Semi-Auto,150.0,Diesel,150.0,47.1,3.0,3.0,0.0,71990,40861.305,31128.695,31128.695
37836,Mercedes-Benz,C-Class,2018.0,Semi-Auto,3891.0,Petrol,,,3.724,1.0,0.0,19980,48006.08,-28026.078,28026.078
19640,Ford,Focus,2018.0,Manual,11000.0,Petrol,145.0,36.7,2.3,3.0,0.0,54995,28060.916,26934.084,26934.084
22326,Ford,Focus,2017.0,Manual,,Diesel,,,1.5,3.0,0.0,38015,11608.638,26406.362,26406.362
38962,Mercedes-Benz,A-Class,2017.0,Automatic,1755.0,Petrol,145.0,24.8,4.0,1.0,0.0,109495,85018.42,24476.578,24476.578
42646,Mercedes-Benz,C-Class,2019.0,Semi-Auto,3398.0,Petrol,145.0,27.2,,2.0,0.0,65000,41465.34,23534.66,23534.66
44692,Mercedes-Benz,C-Class,2019.0,Automatic,1090.0,Petrol,145.0,44.1,3.724,0.0,0.0,25950,48743.43,-22793.43,22793.43
36548,Mercedes-Benz,A-Class,2019.0,Automatic,250.0,Petrol,145.0,24.6,4.0,1.0,0.0,126000,103858.14,22141.859,22141.859
41207,Mercedes-Benz,C-Class,2019.0,Semi-Auto,200.0,Petrol,145.0,28.0,4.0,0.0,0.0,88995,66942.39,22052.609,22052.609
6348,Audi,A5,2020.0,Semi-Auto,2000.0,Diesel,150.0,40.9,3.0,0.0,0.0,59995,38481.164,21513.836,21513.836
35059,Mercedes-Benz,A-Class,2019.0,,16.0,Petrol,145.0,28.5,2.0,0.0,0.0,26980,48239.562,-21259.562,21259.562
44539,Mercedes-Benz,C-Class,2019.0,Automatic,649.0,Petrol,,,3.724,,0.0,27999,49094.383,-21095.383,21095.383
5404,Audi,Q7,2019.0,Automatic,7999.0,Diesel,145.0,33.2,3.0,1.0,0.0,68000,46924.152,21075.848,21075.848
42831,Mercedes-Benz,C-Class,2019.0,Automatic,9625.0,Petrol,,,4.0,0.0,0.0,66990,46630.523,20359.477,20359.477
6793,Audi,Q8,2019.0,Automatic,3011.0,Diesel,145.0,32.8,3.0,4.0,0.0,77888,57784.906,20103.094,20103.094
4210,Audi,Q8,2019.0,Semi-Auto,6000.0,Diesel,145.0,32.8,3.0,1.0,0.0,76990,56947.22,20042.781,20042.781
43082,Mercedes-Benz,C-Class,2019.0,Semi-Auto,2547.0,Petrol,,,3.724,0.0,0.0,25699,45578.06,-19879.059,19879.059
38272,Mercedes-Benz,A-Class,2020.0,Semi-Auto,4000.0,Petrol,145.0,28.5,2.0,0.0,0.0,26039,45615.727,-19576.727,19576.727
40018,Mercedes-Benz,A-Class,2020.0,Semi-Auto,9.0,Petrol,145.0,,2.0,0.0,0.0,48980,29416.13,19563.869,19563.869
3215,Audi,Q7,2019.0,Automatic,5000.0,Diesel,145.0,33.2,3.0,2.0,0.0,66000,46985.92,19014.078,19014.078
45540,Mercedes-Benz,C-Class,2019.0,Semi-Auto,200.0,Petrol,,,4.0,2.0,0.0,88995,70475.23,18519.773,18519.773
6834,Audi,,2019.0,Automatic,5800.0,Diesel,145.0,30.7,4.0,2.0,0.0,89750,71258.1,18491.898,18491.898
758,Audi,Q7,2016.0,Automatic,36461.0,Diesel,0.0,,3.0,3.0,0.0,37999,19559.174,18439.826,18439.826
11246,BMW,M5,2019.0,Semi-Auto,2269.0,Petrol,145.0,,4.4,3.0,0.0,89900,71741.766,18158.234,18158.234
74648,Volkswagen,,2020.0,Automatic,5000.0,Diesel,265.0,33.6,3.0,0.0,0.0,34995,53080.113,-18085.113,18085.113
34832,Mercedes-Benz,C-Class,2018.0,Semi-Auto,5659.0,Petrol,145.0,40.4,3.724,0.0,0.0,23498,41344.457,-17846.457,17846.457
38462,Mercedes-Benz,V-Class,2019.0,Automatic,500.0,Diesel,145.0,38.2,2.1,,0.0,27000,44730.355,-17730.355,17730.355
12307,BMW,4 Series,2020.0,Semi-Auto,10.0,Petrol,145.0,44.8,2.0,1.0,0.0,48155,30551.975,17603.025,17603.025
36775,Mercedes-Benz,A-Class,2019.0,Semi-Auto,1000.0,Petrol,145.0,28.5,2.0,,0.0,24669,42050.477,-17381.477,17381.477
39775,Mercedes-Benz,V-Class,2019.0,Automatic,3442.0,Diesel,150.0,39.8,2.1,4.0,0.0,25991,43270.39,-17279.391,17279.391
36693,Mercedes-Benz,A-Class,2019.0,Semi-Auto,16.0,Petrol,145.0,28.5,2.0,3.0,0.0,26980,44045.07,-17065.07,17065.07
40819,Mercedes-Benz,V-Class,2019.0,Automatic,500.0,Diesel,145.0,38.2,2.1,4.0,0.0,27000,43899.73,-16899.73,16899.73
40934,Mercedes-Benz,,2018.0,Automatic,28300.0,,145.0,30.1,4.0,0.0,0.0,63990,47136.5,16853.5,16853.5
5882,Audi,A6,2020.0,Semi-Auto,2000.0,Diesel,145.0,50.4,2.0,1.0,0.0,52500,35891.914,16608.082,16608.082
40625,Mercedes-Benz,A-Class,2019.0,Semi-Auto,2850.0,Petrol,145.0,28.5,2.0,0.0,0.0,26979,43543.32,-16564.32,16564.32
71404,Volkswagen,Touareg,2019.0,Semi-Auto,9950.0,Diesel,150.0,34.0,3.0,1.0,0.0,59990,43443.453,16546.547,16546.547
70660,Volkswagen,Touareg,2018.0,Automatic,10000.0,Diesel,145.0,34.0,3.0,4.0,0.0,57295,41234.54,16060.461,16060.461
5540,Audi,,2020.0,Semi-Auto,,Petrol,145.0,28.8,2.9,3.0,0.0,69995,53945.977,16049.023,16049.023
42575,Mercedes-Benz,A-Class,2018.0,Semi-Auto,3568.0,Petrol,145.0,28.5,1.3,4.0,0.0,20682,36659.406,-15977.406,15977.406
36265,Mercedes-Benz,A-Class,2019.0,Semi-Auto,1000.0,Petrol,145.0,30.1,4.0,2.0,0.0,115359,99444.625,15914.375,15914.375
42182,Mercedes-Benz,A-Class,2020.0,Semi-Auto,500.0,Petrol,145.0,,2.0,1.0,0.0,44995,29145.701,15849.299,15849.299
36614,Mercedes-Benz,G-Class,2018.0,Semi-Auto,19000.0,Petrol,145.0,21.4,4.0,1.0,0.0,135771,120028.12,15742.883,15742.883
35948,Mercedes-Benz,X-Class,2019.0,Automatic,500.0,Diesel,260.0,35.8,3.724,3.0,,22495,38204.492,-15709.492,15709.492
42193,Mercedes-Benz,,2019.0,Automatic,8974.0,Diesel,265.0,35.8,2.3,3.0,0.0,22995,38699.234,-15704.234,15704.234
60234,Opel,,2019.0,Automatic,1208.0,Petrol,145.0,43.5,1.2,1.0,0.0,28995,13372.722,15622.278,15622.278
35296,Mercedes-Benz,E-Class,2019.0,Automatic,12.0,Diesel,145.0,47.1,3.0,0.0,0.0,58921,43298.766,15622.234,15622.234
44616,Mercedes-Benz,A-Class,2019.0,Semi-Auto,565.0,Petrol,145.0,28.5,2.0,3.0,0.0,27799,43320.45,-15521.449,15521.449
36096,Mercedes-Benz,A-Class,2019.0,Semi-Auto,16.0,Petrol,145.0,28.5,2.0,1.0,0.0,26980,42415.55,-15435.551,15435.551
11231,BMW,2 Series,2019.0,Manual,3254.0,Diesel,145.0,54.3,1.5,1.0,0.0,34950,19516.447,15433.553,15433.553
15120,Ford,Focus,2017.0,Manual,197.0,Diesel,145.0,,1.5,1.0,0.0,38015,22621.076,15393.924,15393.924
35340,Mercedes-Benz,G-Class,2020.0,Automatic,3000.0,Petrol,150.0,21.4,4.0,1.0,0.0,154998,139619.23,15378.766,15378.766
