carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,previousOwners,hasDamage,y_true,y_pred,residual,abs_residual
46012,Mercedes-Benz,SL-Class,2011.0,Automatic,3000.0,Petrol,570.0,21.4,6.2,4.0,0.0,149948.0,30163.318,119784.681640625,119784.681640625
13374,BMW,2 Series,2015.0,Semi-Auto,33419.0,Diesel,20.0,68.9,2.0,3.0,0.0,123456.0,12847.549,110608.451171875,110608.451171875
43994,Mercedes-Benz,A-Class,2019.0,Semi-Auto,785.0,Petrol,150.0,22.1,,0.0,0.0,140319.0,31174.188,109144.8125,109144.8125
41265,Mercedes-Benz,A-Class,2019.0,Semi-Auto,1000.0,Petrol,145.0,22.1,,4.0,0.0,139559.0,31844.834,107714.166015625,107714.166015625
38485,Mercedes-Benz,G-Class,2020.0,Semi-Auto,1350.0,Petrol,145.0,21.4,4.0,1.0,0.0,159999.0,66684.914,93314.0859375,93314.0859375
35340,Mercedes-Benz,G-Class,2020.0,Automatic,3000.0,Petrol,150.0,21.4,4.0,1.0,0.0,154998.0,63821.0,91177.0,91177.0
766,Audi,R8,2020.0,Semi-Auto,2000.0,Petrol,145.0,21.1,5.2,4.0,0.0,145000.0,57365.254,87634.74609375,87634.74609375
35988,Mercedes-Benz,G-Class,2018.0,Semi-Auto,13046.0,Petrol,145.0,21.4,4.0,2.0,0.0,139995.0,56766.984,83228.015625,83228.015625
7208,Audi,R8,2020.0,Semi-Auto,70.0,Petrol,145.0,21.1,5.2,0.0,0.0,137995.0,57184.562,80810.4375,80810.4375
36614,Mercedes-Benz,G-Class,2018.0,Semi-Auto,19000.0,Petrol,145.0,21.4,4.0,1.0,0.0,135771.0,55147.65,80623.3515625,80623.3515625
1950,Audi,R8,2019.0,Automatic,1000.0,Petrol,145.0,32.8,5.2,1.0,0.0,135000.0,60507.844,74492.15625,74492.15625
36548,Mercedes-Benz,A-Class,2019.0,Automatic,250.0,Petrol,145.0,24.6,4.0,1.0,0.0,126000.0,52059.848,73940.15234375,73940.15234375
430,Audi,Q8,2020.0,Semi-Auto,95204.18167360188,Diesel,145.0,30.7,4.0,1.0,0.0,86995.0,13970.116,73024.8837890625,73024.8837890625
49591,Škoda,Karoq,2019.0,Automatic,3764.0,Petrol,145.0,40.9,1.5,1.0,0.0,91874.0,20177.82,71696.1796875,71696.1796875
35363,Mercedes-Benz,A-Class,2019.0,Semi-Auto,880.0,Petrol,145.0,24.8,4.0,4.0,0.0,124366.0,55101.02,69264.98046875,69264.98046875
5953,Audi,R8,2019.0,Semi-Auto,10.0,Petrol,150.0,21.4,5.2,1.0,0.0,137500.0,68682.695,68817.3046875,68817.3046875
38962,Mercedes-Benz,A-Class,2017.0,Automatic,1755.0,Petrol,145.0,24.8,4.0,1.0,0.0,109495.0,42897.6,66597.3984375,66597.3984375
36265,Mercedes-Benz,A-Class,2019.0,Semi-Auto,1000.0,Petrol,145.0,30.1,4.0,2.0,0.0,115359.0,52826.76,62532.23828125,62532.23828125
6647,Audi,R8,,Semi-Auto,4000.0,Petrol,145.0,21.4,5.2,4.0,0.0,129000.0,67674.05,61325.953125,61325.953125
2424,Audi,R8,2019.0,Automatic,100.0,Petrol,145.0,24.1,5.2,2.0,0.0,125000.0,63859.418,61140.58203125,61140.58203125
40454,Mercedes-Benz,A-Class,2018.0,Semi-Auto,2122.0,Petrol,145.0,24.8,4.0,1.0,0.0,109989.0,51148.223,58840.77734375,58840.77734375
40301,Mercedes-Benz,A-Class,2017.0,Automatic,439.0,Petrol,145.0,24.8,4.0,1.0,0.0,100124.0,42118.25,58005.75,58005.75
2736,Audi,R8,2019.0,Semi-Auto,500.0,Petrol,145.0,21.4,5.2,4.0,0.0,125000.0,68476.74,56523.2578125,56523.2578125
5324,Audi,R8,2019.0,Automatic,3000.0,Petrol,145.0,21.4,5.2,2.0,0.0,119450.0,64292.984,55157.015625,55157.015625
11718,BMW,i8,2019.0,Automatic,10.0,Hybrid,135.0,,1.5,0.0,0.0,74226.0,19269.875,54956.125,54956.125
12545,BMW,X5,2011.0,Automatic,46000.0,Petrol,570.0,22.6,4.4,3.0,0.0,15980.0,70751.055,-54771.0546875,54771.0546875
2487,Audi,R8,2019.0,Semi-Auto,7800.0,Petrol,145.0,21.4,5.2,4.0,0.0,119995.0,66358.38,53636.6171875,53636.6171875
10714,BMW,i8,2019.0,Automatic,2277.0,,,,1.5,0.0,0.0,64750.0,11577.066,53172.93359375,53172.93359375
35092,Mercedes-Benz,S-Class,2019.0,Automatic,3671.0,Petrol,145.0,31.7,4.0,4.0,0.0,104590.0,51511.895,53078.10546875,53078.10546875
2985,Audi,RS6,2020.0,Semi-Auto,1500.0,Petrol,150.0,22.1,4.0,4.0,0.0,109495.0,57943.133,51551.8671875,51551.8671875
2118,Audi,RS6,2020.0,Automatic,3000.0,Petrol,145.0,22.1,4.0,4.0,0.0,104948.0,54329.477,50618.5234375,50618.5234375
46704,Mercedes-Benz,A-Class,2019.0,Semi-Auto,6807.0,Petrol,150.0,22.6,4.0,3.0,0.0,105000.0,54742.28,50257.71875,50257.71875
9725,BMW,i8,2019.0,Automatic,6000.0,Hybrid,140.0,,1.5,4.0,0.0,67500.0,17378.229,50121.771484375,50121.771484375
2022,Audi,R8,2019.0,Automatic,8175.0,Petrol,145.0,21.6,5.2,4.0,0.0,112990.0,62958.996,50031.00390625,50031.00390625
12917,BMW,M4,2016.0,Automatic,4550.0,Petrol,300.0,33.2,3.0,3.0,0.0,76990.0,27082.07,49907.9296875,49907.9296875
14101,BMW,i8,2019.0,Automatic,1110.0,Hybrid,135.0,,1.5,2.0,0.0,67940.0,18394.693,49545.306640625,49545.306640625
13426,BMW,i8,2018.0,Automatic,4477.0,Hybrid,135.0,,1.5,1.0,0.0,64980.0,15560.89,49419.1103515625,49419.1103515625
36102,Mercedes-Benz,GLS-Class,2019.0,Automatic,86705.85488462522,Diesel,145.0,30.4,3.0,1.0,0.0,69990.0,21177.828,48812.171875,48812.171875
45008,Mercedes-Benz,A-Class,2019.0,Automatic,2013.0,Petrol,145.0,22.6,4.0,0.0,0.0,99950.0,51748.785,48201.21484375,48201.21484375
45498,Mercedes-Benz,A-Class,2019.0,Automatic,163.0,Petrol,145.0,30.1,4.0,1.0,0.0,97900.0,50172.973,47727.02734375,47727.02734375
13718,BMW,X5,2019.0,Automatic,5.0,Hybrid,135.0,,3.0,4.0,0.0,73000.0,25482.47,47517.529296875,47517.529296875
4710,Audi,R8,2019.0,,6954.0,Petrol,145.0,21.6,5.2,2.0,0.0,109990.0,62990.47,46999.53125,46999.53125
7886,BMW,X5,2019.0,Semi-Auto,4799.0,Hybrid,140.0,,3.0,1.0,0.0,72990.0,26377.248,46612.751953125,46612.751953125
13980,BMW,i8,2017.0,Automatic,9992.0,Hybrid,135.0,,1.5,3.0,0.0,59950.0,13898.379,46051.62109375,46051.62109375
