carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,previousOwners,hasDamage,y_true,y_pred,residual,abs_residual
5142,Mercedes-Benz,G-Class,2020.0,Semi-Auto,1350.0,Petrol,145.0,21.4,4.0,1.0,0.0,159999,95254.89,64744.109,64744.109
66576,Mercedes-Benz,G-Class,2020.0,Automatic,3000.0,Petrol,150.0,21.4,4.0,1.0,0.0,154998,91033.59,63964.406,63964.406
6201,Mercedes-Benz,G-Class,2018.0,Semi-Auto,13046.0,Petrol,145.0,21.4,4.0,2.0,0.0,139995,80470.94,59524.062,59524.062
22489,Mercedes-Benz,G-Class,2018.0,Semi-Auto,19000.0,Petrol,145.0,21.4,4.0,1.0,0.0,135771,78251.75,57519.25,57519.25
10524,Audi,R8,2019.0,Automatic,1000.0,Petrol,145.0,32.8,5.2,1.0,0.0,135000,91130.71,43869.289,43869.289
71222,Audi,,2019.0,Automatic,5800.0,Diesel,145.0,30.7,4.0,2.0,0.0,89750,50296.96,39453.039,39453.039
37895,BMW,X5,2019.0,Semi-Auto,4799.0,Hybrid,140.0,,3.0,1.0,0.0,72990,39717.18,33272.82,33272.82
30291,Mercedes-Benz,G-Class,2015.0,Semi-Auto,10000.0,Petrol,570.0,20.5,5.5,3.0,0.0,99850,66599.43,33250.57,33250.57
52120,BMW,,2019.0,Semi-Auto,10.0,Diesel,145.0,31.4,3.0,1.0,0.0,76970,45681.965,31288.035,31288.035
69799,Audi,R8,2020.0,Semi-Auto,2000.0,Petrol,145.0,21.1,5.2,4.0,0.0,145000,114799.64,30200.359,30200.359
48200,BMW,X5,2019.0,Automatic,5.0,Hybrid,135.0,,3.0,4.0,0.0,73000,43515.848,29484.152,29484.152
25834,BMW,X5,2019.0,Semi-Auto,1606.0,Hybrid,135.0,,3.0,2.0,0.0,69995,42464.465,27530.535,27530.535
8300,BMW,X5,2019.0,,7374.0,Hybrid,140.0,,3.0,2.0,0.0,65000,38462.668,26537.332,26537.332
52534,Audi,R8,2019.0,Semi-Auto,10.0,Petrol,150.0,21.4,5.2,1.0,0.0,137500,111599.484,25900.516,25900.516
33866,BMW,M5,2019.0,Semi-Auto,2269.0,Petrol,145.0,,4.4,3.0,0.0,89900,64025.9,25874.102,25874.102
4950,Audi,Q8,2019.0,Semi-Auto,6000.0,Diesel,145.0,32.8,3.0,1.0,0.0,76990,51148.32,25841.68,25841.68
20507,Audi,Q8,2019.0,Automatic,3011.0,Diesel,145.0,32.8,3.0,4.0,0.0,77888,52372.18,25515.82,25515.82
39612,BMW,X5,2020.0,Automatic,5000.0,Hybrid,135.0,,3.823,0.0,0.0,63995,39420.42,24574.578,24574.578
25612,Mercedes-Benz,S-Class,2019.0,Semi-Auto,1022.0,Petrol,145.0,34.0,4.0,0.0,0.0,95099,71006.44,24092.562,24092.562
37043,Audi,,2018.0,Semi-Auto,8450.0,Diesel,145.0,32.8,3.0,0.0,0.0,63985,41383.63,22601.371,22601.371
56295,Audi,,2020.0,Semi-Auto,,Petrol,145.0,28.8,2.9,3.0,0.0,69995,47754.227,22240.773,22240.773
6777,Audi,Q7,2018.0,Automatic,13213.0,Diesel,145.0,37.2,4.0,4.0,0.0,72990,50809.938,22180.062,22180.062
20439,Mercedes-Benz,,2019.0,Semi-Auto,9.0,Petrol,150.0,33.2,2.0,4.0,0.0,54980,33414.297,21565.703,21565.703
6624,Volkswagen,Touareg,2018.0,Automatic,10000.0,Diesel,145.0,34.0,3.0,4.0,0.0,57295,35900.555,21394.445,21394.445
73087,Mercedes-Benz,,2018.0,Automatic,28300.0,,145.0,30.1,4.0,0.0,0.0,63990,42680.3,21309.699,21309.699
36230,Audi,,2020.0,Automatic,1500.0,Diesel,145.0,34.5,,1.0,0.0,56450,35339.977,21110.023,21110.023
16170,,,2019.0,Automatic,947.0,Diesel,145.0,32.8,2.0,0.0,0.0,49996,29001.213,20994.787,20994.787
40565,Volkswagen,Touareg,2019.0,Semi-Auto,9950.0,Diesel,150.0,34.0,3.0,1.0,0.0,59990,39140.023,20849.977,20849.977
