carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,previousOwners,hasDamage,y_true,y_pred,residual,abs_residual
13374,BMW,2 Series,2015.0,Semi-Auto,33419.0,Diesel,20.0,68.9,2.0,3.0,0.0,123456.0,14413.882,109042.1181640625,109042.1181640625
43994,Mercedes-Benz,A-Class,2019.0,Semi-Auto,785.0,Petrol,150.0,22.1,,0.0,0.0,140319.0,32523.52,107795.48046875,107795.48046875
41265,Mercedes-Benz,A-Class,2019.0,Semi-Auto,1000.0,Petrol,145.0,22.1,,4.0,0.0,139559.0,32192.947,107366.052734375,107366.052734375
35988,Mercedes-Benz,G-Class,2018.0,Semi-Auto,13046.0,Petrol,145.0,21.4,4.0,2.0,0.0,139995.0,53201.656,86793.34375,86793.34375
38485,Mercedes-Benz,G-Class,2020.0,Semi-Auto,1350.0,Petrol,145.0,21.4,4.0,1.0,0.0,159999.0,74047.516,85951.484375,85951.484375
36614,Mercedes-Benz,G-Class,2018.0,Semi-Auto,19000.0,Petrol,145.0,21.4,4.0,1.0,0.0,135771.0,51201.08,84569.921875,84569.921875
35340,Mercedes-Benz,G-Class,2020.0,Automatic,3000.0,Petrol,150.0,21.4,4.0,1.0,0.0,154998.0,74809.21,80188.7890625,80188.7890625
1950,Audi,R8,2019.0,Automatic,1000.0,Petrol,145.0,32.8,5.2,1.0,0.0,135000.0,61789.895,73210.10546875,73210.10546875
5953,Audi,R8,2019.0,Semi-Auto,10.0,Petrol,150.0,21.4,5.2,1.0,0.0,137500.0,64888.957,72611.04296875,72611.04296875
36548,Mercedes-Benz,A-Class,2019.0,Automatic,250.0,Petrol,145.0,24.6,4.0,1.0,0.0,126000.0,55121.15,70878.8515625,70878.8515625
35363,Mercedes-Benz,A-Class,2019.0,Semi-Auto,880.0,Petrol,145.0,24.8,4.0,4.0,0.0,124366.0,55400.47,68965.53125,68965.53125
38962,Mercedes-Benz,A-Class,2017.0,Automatic,1755.0,Petrol,145.0,24.8,4.0,1.0,0.0,109495.0,41141.89,68353.109375,68353.109375
49591,Škoda,Karoq,2019.0,Automatic,3764.0,Petrol,145.0,40.9,1.5,1.0,0.0,91874.0,23560.1,68313.900390625,68313.900390625
6647,Audi,R8,,Semi-Auto,4000.0,Petrol,145.0,21.4,5.2,4.0,0.0,129000.0,64024.13,64975.87109375,64975.87109375
46012,Mercedes-Benz,SL-Class,2011.0,Automatic,3000.0,Petrol,570.0,21.4,6.2,4.0,0.0,149948.0,85535.625,64412.375,64412.375
36265,Mercedes-Benz,A-Class,2019.0,Semi-Auto,1000.0,Petrol,145.0,30.1,4.0,2.0,0.0,115359.0,53369.863,61989.13671875,61989.13671875
40454,Mercedes-Benz,A-Class,2018.0,Semi-Auto,2122.0,Petrol,145.0,24.8,4.0,1.0,0.0,109989.0,48617.414,61371.5859375,61371.5859375
2424,Audi,R8,2019.0,Automatic,100.0,Petrol,145.0,24.1,5.2,2.0,0.0,125000.0,64119.88,60880.12109375,60880.12109375
2736,Audi,R8,2019.0,Semi-Auto,500.0,Petrol,145.0,21.4,5.2,4.0,0.0,125000.0,64730.543,60269.45703125,60269.45703125
40301,Mercedes-Benz,A-Class,2017.0,Automatic,439.0,Petrol,145.0,24.8,4.0,1.0,0.0,100124.0,40278.105,59845.89453125,59845.89453125
2487,Audi,R8,2019.0,Semi-Auto,7800.0,Petrol,145.0,21.4,5.2,4.0,0.0,119995.0,62746.44,57248.55859375,57248.55859375
5324,Audi,R8,2019.0,Automatic,3000.0,Petrol,145.0,21.4,5.2,2.0,0.0,119450.0,64318.68,55131.3203125,55131.3203125
