carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,previousOwners,hasDamage,y_true,y_pred,residual,abs_residual
5142,Mercedes-Benz,G-Class,2020.0,Semi-Auto,1350.0,Petrol,145.0,21.4,4.0,1.0,0.0,159999,47669.5,112329.5,112329.5
66576,Mercedes-Benz,G-Class,2020.0,Automatic,3000.0,Petrol,150.0,21.4,4.0,1.0,0.0,154998,46886.773,108111.227,108111.227
69799,Audi,R8,2020.0,Semi-Auto,2000.0,Petrol,145.0,21.1,5.2,4.0,0.0,145000,50020.33,94979.672,94979.672
16866,Audi,R8,2020.0,Semi-Auto,70.0,Petrol,145.0,21.1,5.2,0.0,0.0,137995,49506.87,88488.129,88488.129
6201,Mercedes-Benz,G-Class,2018.0,Semi-Auto,13046.0,Petrol,145.0,21.4,4.0,2.0,0.0,139995,54115.96,85879.039,85879.039
22489,Mercedes-Benz,G-Class,2018.0,Semi-Auto,19000.0,Petrol,145.0,21.4,4.0,1.0,0.0,135771,52622.21,83148.789,83148.789
52534,Audi,R8,2019.0,Semi-Auto,10.0,Petrol,150.0,21.4,5.2,1.0,0.0,137500,64746.348,72753.652,72753.652
10524,Audi,R8,2019.0,Automatic,1000.0,Petrol,145.0,32.8,5.2,1.0,0.0,135000,68745.016,66254.984,66254.984
32132,Audi,R8,2019.0,Semi-Auto,500.0,Petrol,145.0,21.4,5.2,4.0,0.0,125000,67854.67,57145.328,57145.328
75605,Audi,R8,2019.0,Automatic,100.0,Petrol,145.0,24.1,5.2,2.0,0.0,125000,67911.71,57088.289,57088.289
12243,Audi,R8,2019.0,Automatic,3000.0,Petrol,145.0,21.4,5.2,2.0,0.0,119450,63033.734,56416.266,56416.266
54967,Audi,R8,2019.0,Semi-Auto,7800.0,Petrol,145.0,21.4,5.2,4.0,0.0,119995,65330.82,54664.18,54664.18
1953,BMW,i8,2019.0,Automatic,2277.0,,,,1.5,0.0,0.0,64750,11560.009,53189.991,53189.991
30291,Mercedes-Benz,G-Class,2015.0,Semi-Auto,10000.0,Petrol,570.0,20.5,5.5,3.0,0.0,99850,50087.83,49762.172,49762.172
67373,BMW,i8,2019.0,Automatic,10.0,Hybrid,135.0,,1.5,0.0,0.0,74226,26039.367,48186.633,48186.633
61941,Audi,R8,2019.0,,6954.0,Petrol,145.0,21.6,5.2,2.0,0.0,109990,62295.555,47694.445,47694.445
20083,Audi,R8,2019.0,Automatic,8175.0,Petrol,145.0,21.6,5.2,4.0,0.0,112990,65655.55,47334.453,47334.453
48200,BMW,X5,2019.0,Automatic,5.0,Hybrid,135.0,,3.0,4.0,0.0,73000,30249.137,42750.863,42750.863
42602,BMW,i8,2018.0,Automatic,4477.0,Hybrid,135.0,,1.5,1.0,0.0,64980,22376.77,42603.23,42603.23
66542,BMW,i8,2019.0,Automatic,1110.0,Hybrid,135.0,,1.5,2.0,0.0,67940,25422.95,42517.051,42517.051
68484,BMW,i8,2017.0,Automatic,17580.0,Hybrid,0.0,,1.5,1.0,0.0,52495,10597.835,41897.165,41897.165
28827,BMW,X7,2020.0,Semi-Auto,7500.0,Diesel,150.0,31.4,3.0,0.0,0.0,77995,36463.07,41531.93,41531.93
62216,BMW,i8,2019.0,Automatic,6000.0,Hybrid,140.0,,1.5,4.0,0.0,67500,27011.908,40488.092,40488.092
54218,BMW,X7,2020.0,Semi-Auto,1000.0,Petrol,145.0,24.8,3.0,3.0,0.0,79566,39261.977,40304.023,40304.023
